NInv;US;TAX;EL;Fragment;Side;Vora;Fract;Taphonomy;DegreeTapho;synostose;Sex;AgeMin;AgeMax;Chrono;Anthropic.marks;Recinte;TPQ;TAQ;Observ;Box;GL;Bp;Dp;SD;DD;Bd;Dd;BT;HTC;WCM;DEM;WCL;DEL;SLC
n2627;270055;oc;dn;m2 inf;r;c;si;;;;;;;NR;;;;;;2;;;;;;;;;;;;;;
n2067;270307;bota;cox;acet + illion;l;c;si;weathering;2;nf;;8;10;Vand;;;;;;2;;;;;;;;;;;;;;
n7245;170066;oc;MC;ext dist;l;c;;roots;2;nf;;0;2;Vand;;;;;;C;;;;;;;;;;;;;;
n2469;270049;bota;carp;escafoide;l;c;;;;;;9;120;NR;;;;;;1;;;;;;;;;;;;;;
n10623;290125;oc;mp;epif dist;;c;;roots;1;nf;;9;24;NR;;;;;;9;;;;;;;;;;;;;;
n5230;180133;oc;HU;diaf dist;l;c;;weathering;1;fv;;4;5;EarlyRoman;;;;;;3;;;;;;;;;;;;;;
n1383;270054;ovar;skull;banya;;;;carnivore;1;;;12;120;NR;;;;;;1;;;;;;;;;;;;;;
n92;260165;oc;HU;diaf;l;c;;;0;;;9;72;NA3;;;;;;;;;;;;;;;;;;;;
n6362;280337;sudo;skull;maxil_lar: d1,d2,d3;l;c;;;;d2 +/-;;;;NR;;;;;;A;;;;;;;;;;;;;;
n11778;***1018;sudo;dn;inc inf;l;c;;fissures, roots;2;;;;;Vand;;;;;;10;;;;;;;;;;;;;;
n9536;290427;cafa;TI;diaf;l;c;;roots;1;nf;;;;NA1;;;;;;7;;;;;;;;;;;;;;
n3037;180025;bota;AS;;l;c;;fissures, weathering;2;;;12;120;Indet;;;;;;3;60,3;33,5;38,8;;;;;;;;;;;
n4777;280132;ovar;skull;banya;r;c;;roots;1;;;12;120;NA3;;;;;;4;;;;;;;;;;;;;;
n8282;280311;oc;MC;diaf prox;r;med;;weathering, roots;1;;;;;Vand;;;;;;6;;;;;;;;;;;;;;
n2437;270049;sudo;cox;acet + pubis;r;c;;fissures, roots, carnivore;1;nf;;6;12;NR;;;;;;1;;;;;;;;;;;;;;
n2313;270064;oc;dn;p4 sup;r;c;;fissures, weathering;2; ++;;24;48;NR;;;;;;2;;;;;;;;;;;;;;
n11845;190016;bird;HU;ext dist;;;;roots;1;;;;;indet;;;;;;10;;;;;;;;;;;;;;
n12979;***1074;oc;skull;incisiu;r;c;;weathering;1;;;;;EarlyRoman;;;;;;12;;;;;;;;;;;;;;
n382;260033;ovar;CA;;r;c;;;0;f;;18;72;indet;;;;;;;;;;66,7;21,3;18,8;;;;;;;;
n13300;***2314;oc;RA;diaf;;sto;;roots;1;;;;;NR;;;;;;12;;;;;;;;;;;;;;
n5168;180128;bota;dn;molar inf;;sto;;fissures;1;;;72;120;EarlyRoman;;;;;;3;;;;;;;;;;;;;;
n13070;***2039;sudo;mp;diaf dist;;c;;weathering;1;nf;;6;24;EarlyRoman;;;;;;12;;;;;;;;;;;;;;
n9124;290422;oc;esc;coll + pala;l;c;si;roots;2;f;;12;120;NA2;;;;;;7;18,6;35,9;22,7;;;;;;;;;;;
n1391;270054;oc;dn;m1/m2 sup;l;c;;;; ++, F;;36;48;NR;;;;;;1;;;;;;;;;;;;;;
n12816;190022;bota;AS;;l;c;;roots;2;;;;;indet;;;;;;11;67,4;;;;;46;;;;;;;;
n12147;290236;sudo;cox;isquion;l;c;;fissures, carnivore, roots;1;;;;;NA3;;;;;;11;;;;;;;;;;;;;;
n9136;290424;bota;CA;;;c;;carnivore;3;;;12;120;NA2;;;;;;7;;;;;;;;;;;;;;
n7247;170066;oc;FE;ext dist;l;c;si;roots;2;nf;;6;18;Vand;;;;;;C;;;;;;;;;;;;;;
n330;160034;oc;vert;atlas;;c;;carnivore;0;en curf;;6;18;EarlyRoman;;;-125;-50;;;;;;;;;;;;;;;;
n924;160038;oc;mp;diaf prox;;;;carnivore;1;;;9;120;Vand;;;;;;;;;;;;;;;;;;;;
n5574;280206;cafa;skull;max: p3-m1;;sto;si;roots;1;;;36;60;NA3;;;;;;5;;;;;;;;;;;;;;
n10568;290227;bota;P3;s;;c;;;0;;;24;120;NA3;;;;;;9;70,1;25,3;;;;;;;;;;;;
n679;270323;oc;FE;diaf dist;r;c;;weathering;1;nf;;12;42;Vand;;;;;;1;;;;;;;;;;;;;;
n4893;180092;oc;dn;d4 sup;l;c;;;0; ++;;9;18;EarlyRoman;;;;;;3;;;;;;;;;;;;;;
n3;260050;bota;cost;coll + cos;l;c;si;fissures i carn;2;;;12;72;Vand;;;450;525;;;;;;;;;;;;;;;;
n273;260072;oc;esc;pala;;c;;roots;1;;;9;72;LateRoman;;;;;;;;;;;;;;;;;;;;
n12667;***1040;oc;ulna;diaf;;c;;roots;2;;;;;Med;;;;;;11;;;;;;;;;;;;;;
n515;260078;oc;cox;illion;r;c;;;0;;;3;12;Vand;;;400;500;;;;;;;;;;;;;;;;
n13152;***2095;bota;mand;ext dist;l;c;;fissures, roots;2;;;;;NR;;;;;;12;;;;;;;;;;;;;;
n9390;290425;oc;MC;diaf prox;l;lat;;fissures, weathering;1;;;;;NA1;;;;;;7;;;;;;;;;;;;;;
n4292;280411;sudo;esc;coll;r;c;si;weathering;2;nf;;1;6;Vand;;;;;;4;;;;;;;;;;;;;;
n12678;***1040;oc;P1;gs;;;;roots;1;nf;;1;6;Med;;;;;;11;;;;;;;;;;;;;;
n5579;280206;oc;vert;toracica;;c;si;roots;1;f;;48;72;NA3;;;;;;5;;;;;;;;;;;;;;
n6496;280311;sudo;FE;diaf;;sto;;weathering, roots;1;;;9;72;Vand;;;;;;A;;;;;;;;;;;;;;
n13028;***1058;sudo;mp;epif dist;;c;;roots;1;nf;;1;6;Vand;;;;;;12;;;;;;;;;;;;;;
n12535;270201;bota;HU;diaf prox;l;c;si;fissures, roots;3;nf prox;;6;42;indet;;;;;;11;;;;;;;;;;;;;;
n3883;280408;oc;dn;m3 inf;l;c;;roots;1; +/0;;18;24;Vand;;;;;;4;;;;;;;;;;;;;;
n11285;290130;oc;MT;diaf;;sto;;fissures, roots;1;;;;;NR;;;;;;10;;;;;;;;;;;;;;
n7904;180008;oc;CA;;l;c;;roots;1;nf;;4;18;LateRoman;;;;;;B;;;;;;;;;;;;;;
n10882;290432;bota;skull;max: (p4-m3);r;c;;fissures, roots;1;;;;;NA1;;;;;;9;;;;;;;;;;;;;;
n2045;270401;ovar;skull;banya;r;c;;fissures, weathering;2;;;9;120;Vand;;;;;;2;;;;;;;;;;;;;;
n12898;***1068;oc;vert;toracica;;c;;weathering;2;ec;;36;42;EarlyRoman;;;;;;12;;;;;;;;;;;;;;
n13032;***1058;sudo;mand;angle;;c;si;roots;3;;;;;Vand;;;;;;12;;;;;;;;;;;;;;
n410;260001;oc;skull;max;r;c;;roots;3;m2 A, +/0;;9;9;indet;;;;;;;;;;;;;;;;;;;;
n4868;180079;bird;indet;;;;;;;;;;;EarlyRoman;;;;;;3;;;;;;;;;;;;;;
n1723;270101;sudo;skull;zigomatic;;sto;si;;;;;;;Vand;;;;;;1;;;;;;;;;;;;;;
n982;270118;oc;RA;diaf;r;c;;roots, oxid coure;1;;;9;120;NR;;;;;;1;;;;;;;;;;;;;;
n11712;***1018;cahi;dn;m12 inf;l;sto;si;fissures, desmacio, roots;1; +/0;;4;12;Vand;;;;;;10;;;;;;;;;;;;;;
n12600;190019;oc;TI;s;r;c;;roots;1;f dist, nf prox;;15;42;indet;;;;;;11;;;;;;27,5;22,2;;;;;;;
n12031;290235;oc;mand;p2, (p3);l;sto;si;weathering;1; +/0;;15;18;NA3;;;;;;11;;;;;;;;;;;;;;
n2336;270064;oc;HU;diaf;r;c;;weathering;1;;;1;6;NR;;;;;;2;;;;;;;;;;;;;;
n10947;290432;bota;vert;cos;;c;;roots;1;nf;;9;42;NA1;;;;;;9;;;;;;;;;;;;;;
n7454;180003;ovar;mand;d2,d3,d4,m1;;;;weathering, roots;1;m1 +/0, B;;4;6;Vand;;;;;;B;;;;;;;;;;;;;;
n473;160002;oc;mand;horitz;;lat;;roots;2;;;9;72;Imp;;;100;150;;;;;;;;;;;;;;;;
n1989;270303;ovar;mand;serie: d2-m2;l;c;si;roots;1;m2 +/-;;8;9;LateRoman;;;;;;2;;;;;;;;;;;;;;
n7062;170084;oc;MT;diaf;;sto;;roots;1;;;3;9;Med;;;;;;C;;;;;;;;;;;;;;
n12963;***1073;oc;ulna;ext prox;l;c;si;weathering;2;nf;;6;36;EarlyRoman;;;;;;12;;;;;;;;;;;;;;
n2484;270126;sudo;dn;m1/m2 inf;l;c;;;0; +;;9;18;NR;;;;;;2;;;;;;;;;;;;;;
n6457;280302;oc;ulna;diaf dist;l;c;;roots;1;;;2;12;Vand;;;;;;A;;;;;;;;;;;;;;
n1515;270400;bota;cox;g-s;l;c;;roots, fissures;1;f;;12;120;Med;;;;;;1;;;;;;;;;;;;;;
n7046;170084;ovar;AS;;l;c;;digestio, roots;1;;;4;12;Med;;;;;;C;;;;;;;;;;;;;;
n13561;***2315;oc;mand;vert;r;c;;fissures, roots;1;;;;;NR;;;;;;12;;;;;;;;;;;;;;
n12289;***2003;oc;MT;diaf dist;;c;;fissures, weathering;3;nf dist;;9;24;Med;;;;;;11;;;;;;;;;;;;;;
n4113;280412;sudo;mp;diaf dist;;c;;weathering;1;nf;;9;24;Vand;;;;;;4;;;;;;;;;;;;;;
n3929;280408;sudo;MC V;diaf prox;l;c;;weathering;1;;;9;72;Vand;;;;;;4;;;;;;;;;;;;;;
n838;160028;oc;skull;incisiu;l;c;;;;;;;;Vand;;;;;;;;;;;;;;;;;;;;
n6538;280311;oc;MT;diaf prox;;lat;;roots;1;;;9;120;Vand;;;;;;A;;;;;;;;;;;;;;
n7244;170066;oc;esc;coll+pala;;c;;roots;2;nf;;3;9;Vand;;;;;;C;;;;;;;;;;;;;;
n8232;290108;bota;naviculo-cuboide;;r;c;;carnivore;2;;;12;120;EarlyRoman;;;;;;6;;;;;;;;;;;;;;
n3757;280101;ovar;skull;banya;r;c;;concrecio calcaria;2;;;;;NA3;;;;;;4;;;;;;;;;;;;;;
n1063;160070;oc;cost;cos;;c;si;;0;;;;;Vand;;;;;;;;;;;;;;;;;;;;
n7144;170084;sudo;dn;cani inf;l;c;;fissures, burnt;3; +/0;masc;12;18;Med;;;;;;C;;;;;;;;;;;;;;
n12291;***2003;indet;indet;indet;;;;;;;;;;Med;;;;;;11;;;;;;;;;;;;;;
n9890;290214;equus;AS;talus;;c;;;0;;;9;120;NA3;;;;;;8;52,6;;;;;;;;;;;;;
n11272;290130;sudo;dn;inc inf;;c;;fissures;2;;;;;NR;;;;;;10;;;;;;;;;;;;;;
n2795;270226;ovar;mand;serie: p2-m1;r;c;si;roots;1;m1 +++;;48;72;EarlyRoman;;;;;;2;;;;;;;;;;;;;;
n2548;270127;oc;TI;diaf dist;r;c;si;burnt, roots;1;f;;15;120;NR;;;;;;2;;;;14;26,2;21;;;;;;;;
n3103;170023;oc;dn;m1/m2 inf;r;c;;fissures;1; ++;;12;30;Med;;;;;;3;;;;;;;;;;;;;;
n6904;170085;oc;vert;s;;c;;weathering;1;nf;;4;9;LateRoman;;;;;;C;;;;;;;;;;;;;;
n10481;290217;oc;RA;diaf prox;l;c;;burnt, weathering;1;f prox;;9;120;NA3;;;;;;8;;33,5;16,6;;;;;;;;;;;
n8277;290106;oc;carp;piramidal;;c;;weathering;1;;;2;9;indet;;;;;;6;;;;;;;;;;;;;;
n1605;270063;bota;MC;diaf prox;r;c;si;fissures;2;;;12;120;NR;;;;;;1;;49;31,1;;;;;;;;;;;
n3913;280408;sudo;P3;s;;c;;roots;1;;;9;72;Vand;;;;;;4;28,6;12;15,9;;;;;;;;;;;
n12322;***2003;sudo;HU;s;r;c;;roots;1;nf, mj;;;;Med;;;;;;11;;;;;;;;;;;;;;
n622;170023;oc;MT;diaf dist;r;c;;fissures, roots, carn;1;f dist;;24;120;Med;;;;;;;;;;;;;;;;;;;;
n1177;160043;oc;HU;ext prox;l;sto;si;;;f prox;;42;120;EarlyRoman;;;;;;;;;;;;;;;;;;;;
n6650;280315;oc;AS;;r;c;;weathering;1;;;9;120;Vand;;;;;;A;30,5;20,5;16,9;;;;;;;;;;;
n13399;***2315;oc;TI;diaf;r;c;;fissures, weathering;2;;;;;NR;;;;;;12;;;;;;;;;;;;;;
n2734;270060;micro;mp;;;;;;;;;;;NR;;;;;;2;;;;;;;;;;;;;;
n1802;270320B;sudo;MT IV;s;r;c;;fissures, roots;2;f;;24;72;Vand;;;;;;1;72;14,2;20,1;12,2;9,3;15;15,9;;;;;;;
n9795;290212;oc;skull;indet;;sto;;roots;1;;;6;24;NR;;;;;;8;;;;;;;;;;;;;;
n10851;290432;bota;P2;s;;c;;;0;nf;;1;4;NA1;;;;;;9;;;;;;;;;;;;;;
n10887;290432;bota;skull;frontal;;sto;si;weathering, fissures;1;;;;;NA1;;;;;;9;;;;;;;;;;;;;;
n1597;270063;bota;skull;max: m1-m3;r;c;;weathering;2;m3 ++;;48;96;NR;;;;;;1;27,2;21,9;31,3;;;;;;;;;;;
n9584;290427;oc;P1;diaf dist;;c;;roots;1;;;6;120;NA1;;;;;;7;;;;;;;;;;;;;;
n3588;280112;bota;CA;;r;c;;carnivore, roots;2;;;9;120;NA3;;;;;;4;;;;;;;;;;;;;;
n10637;290125;oc;P2;ext prox;;c;;carnivore;4;;;;;NR;;;;;;9;;;;;;;;;;;;;;
n5237;180133;micro;8 ossos micromamifer, no mandibules;;;;;;;;;;;EarlyRoman;;;;;;3;;;;;;;;;;;;;;
n13541;***2216;oc;HU;diaf;r;c;;roots;4;;;;;Vand;;;;;;12;;;;;;;;;;;;;;
n10047;290120;oc;mand;;;;;roots;1;;;;;NR;;;;;;8;;;;;;;;;;;;;;
n289;160050;sudo;mp;diaf;;;;roots;1;nf;;3;6;EarlyRoman;;;-70;-25;;;;;;;;;;;;;;;;
n178;160035;bota;dn;p3 sup;r;c;;fissures;1; +/0;;18;30;EarlyRoman;;;-125;-50;;;;;;;;;;;;;;;;
n5906;280339;bota;vert;cos;;c;;;;;;;;NR;;;;;;5;;;;;;;;;21,4;;;;;
n3881;280408;oc;skull;max: d3-d4;r;c;;;;;;;;Vand;;;;;;4;;;;;;;;;;;;;;
n1385;270054;oc;TI;diaf dist;r;c;;roots;1;nf;;6;15;NR;;;;;;1;;;;;;;;;;;;;;
n12943;***1071;oc;esc;pala;l;c;;weathering;1;nf;;1;6;EarlyRoman;;;;;;12;;;;;;;;;;;;;;
n2396;270064;bota;TI;diaf;l;post;si;carnivore;1;;;9;120;NR;;;;;;2;;;;;;;;;;;;;;
n6923;170095;oc;MT;s;l;med;;weathering, roots;2;;;6;12;LateRoman;;;;;;C;;;;;;;;;;;;;;
n1505;270031;sudo;P3;s;;c;;;;;;;;Vand;;;;;;1;;;;;;;;;;;;;;
n1372;270054;sudo;P1;s;;c;;roots;2;nf;;6;24;NR;;;;;;1;;;;;;;;;;;;;;
n10902;290432;bota;TI;diaf dist;l;c;;fissures;1;f;;30;120;NA1;;;;;;9;;;;;59,3;43,8;;;;;;;;
n4587;280402;sudo;fibula;diaf;;c;;;0;;;9;72;Med;;;;;;4;;;;;;;;;;;;;;
n13350;***2315;sudo;MC 3;diaf prox;;c;;burnt;3;;;;;NR;;;;;;12;;;;;;;;;;;;;;
n1036;160035;oc;CA;;r;c;;weathering;1;nf;;9;36;EarlyRoman;;;;;;;;;;;;;;;;;;;;
n3271;170039;sudo;ulna;diaf;r;c;;carnivore, roots;3;;;;;Med;;;;;;3;;;;;;;;;;;;;;
n6042;280468;bota;MT;diaf dist;l;;;fissures;1;;;;;NR;;;;;;A;;;;;;;;;;;;;;
n2814;270309;sudo;ulna;diaf;l;c;;weathering, carnivore;1;;;9;24;Vand;;;;;;2;;;;;;;;;;;;;;
n554;260039;oc;mand;angle;r;c;si;roots;2;nf;;6;18;indet;;;;;;;;;;;;;;;;;;;;
n3720;280113;oc;carp;el mes informe;r;c;;roots;1;;;;;NA3;;;;;;4;;;;;;;;;;;;;;
n2505;270126;oc;HU;diaf dist;r;c;si;fissures, weathering, carnivore;1;f;;9;120;NR;;;;;;2;;;;;;32,9;27;;;;;;;
n9694;290212;oc;vert;cervical;;c;;fissures, roots;2;f;;42;120;NR;;;;;;8;;;;;;;;;;;;;;
n6862;280318;bota;P3;s;;c;;weathering, roots;1;;;9;120;Vand;;;;;;C;;;;;;;;;;;;;;
n2928;180064;oc;dn;m2 sup;l;c;;;0; -;;6;9;EarlyRoman;;;;;;3;;;;;;;;;;;;;;
n13339;***2315;bota;mp;diaf;;sto;;roots;1;;;;;NR;;;;;;12;;;;;;;;;;;;;;
n10682;290432;equus;dn;inc inf;r;c;;fissures;1;;;48;120;NA1;;;;;;9;;;;;;;;;;;;;;
n12097;190030;oc;cox;isquion;l;c;si;roots;1;;;;;EarlyRoman;;;;;;11;;;;;;;;;;;;;;
n8299;290311;bota;MC;ext prox;l;c;si;fissures, burnt;3;;;12;120;NR;;;;;;6;;;;;;;;;;;;;;
n13348;***2315;sudo;cox;acet, isquion, ilion;;c;;fissures;1;ec;;9;12;NR;;;;;;12;;;;;;;;;;;;;;
n1539;270400;sudo;TI;diaf;;c;;weathering, roots;1;;;9;72;Med;;;;;;1;;;;;;;;;;;;;;
n4385;280425;oc;HU;hum;l;c;;roots;1;nf;;6;42;Vand;;;;;;4;;;;;;;;;;;;;;
n6559;280318;bota;P2;;;c;;roots;1;f;;24;120;Vand;;;;;;A;;;;;;;;;;;;;;
n12415;***2027;meso;cost;cos;;sto;si;roots;2;;;;;Modern;;;;;;11;;;;;;;;;;;;;;
n2801;270226;sudo;skull;max: p4-m2;r;c;;roots;1;m2 +/-;;9;10;EarlyRoman;;;;;;2;;;;;;;;;;;;;;
n2170;270064;sudo;P3;s;;c;;;;f;;6;18;NR;;;;;;2;42,2;14,7;26,4;;;;;;;;;;;
n5182;180126;bota;vert;cervical;;dorsal;;fissures;2;;;;;EarlyRoman;;;;;;3;;;;;;;;;;;;;;
n4131;280412;oc;esc;pala;r;c;;roots;1;;;6;120;Vand;;;;;;4;;;;;;;;;;;;;;
n405;260001;bota;dn;m1 inf;l;c;;;0;L, +++;;48;72;indet;;;;;;;;;;;;;;;;;;;;
n6446;280302;oc;vert;lumbar;;;;roots, oxid ferro;2;nf;;9;42;Vand;;;;;;A;;;;;;;;;;;;;;
n8632;280205;oc;FE;epif prox;r;c;;burnt;2;;;;;NA3;;;;;;6;;;;;;;;;;;;;;
n11038;290212;bota;MC;epif dist;l;c;;roots;1;nf;;9;24;NR;;;;;;9;;;;;;;;;;;;;;
n12967;***1074;oc;TI;diaf;l;c;;carnivore;2;;;;;EarlyRoman;;;;;;12;;;;;;;;;;;;;;
n3985;280408;oc;ulna;diaf;l;c;;weathering;1;;;;;Vand;;;;;;4;;;;;;;;;;;;;;
n9817;290212;bota;RA;diaf prox;r;c;;fissures, roots;1;f prox;;12;120;NR;;;;;;8;;75;40,8;;;;;;;;;;;
n10729;290432;oc;FE;epif prox;l;c;;carnivore;4;nf prox;;4;42;NA1;;;;;;9;;;;;;;;;;;;;;
n3202;170027;oc;m2 sup;s;l;c;;roots;1; +/0;;9;12;Med;;;;;;3;;;;;;;;;;;;;;
n725;270049;bota;dn;inc llet;r;c;;fissures;2;;;6;24;NR;;;;;;1;;;;;;;;;;;;;;
n3853;280122;sudo;skull;orbita;l;c;;;0;nf;;1;4;NA3;;;;;;4;;;;;;;;;;;;;;
n7856;180036;bota;dn;m1 sup;;sto;;fissures;1; ++;;48;96;LateRoman;;;;;;B;;;;;;;;;;;;;;
n8304;290311;ovar;dn;d4 inf;l;c;;weathering;1;E Grant;;6;12;NR;;;;;;6;;;;;;;;;;;;;;
n3228;170028;sudo;TI;diaf prox;r;c;;roots;3;nf prox;;9;42;Med;;;;;;3;;;;;;;;;;;;;;
n3377;170049;bota;AS;;r;c;;roots;2;;;6;120;Med;;;;;;3;58,5;32,2;35,8;;;;;;;;;;;
n2974;180077;oc;mand;branca vert, extrem;l;c;si;weathering, roots;2;;;6;120;EarlyRoman;;;;;;3;;;;;;;;;;;;;;
n12348;***2005;oc;mand;p3;;sto;;weathering, roots;1;;;;;Med;;;;;;11;;;;;;;;;;;;;;
n12929;***1071;sudo;mand;d3,d4;r;c;;weathering;2;m1 -, d4 A, d2 +/-;;1;6;EarlyRoman;;;;;;12;;;;;;;;;;;;;;
n6536;280311;ovar;dn;m3 inf;;sto;;weathering;1;D Grant;;24;36;Vand;;;;;;A;;;;;;;;;;;;;;
n8164;290109;oc;RA;g-s;r;c;si;fissures, weathering, roots;1;nf dist;;12;42;NR;;;;;;6;;;;;;;;;;;;;;
n8123;190009;oc;TI;diaf;l;c;;weathering, roots;1;nf;;1;4;indet;;;;;;6;;;;;;;;;;;;;;
n5272;180110;sudo;dn;inc sup;;;;;; ++;;12;48;EarlyRoman;;;;;;3;;;;;;;;;;;;;;
n3180;170026;oc;HU;diaf;l;lat;;roots;1;;;9;120;Med;;;;;;3;;;;;;;;;;;;;;
n11831;190016;oc;vert;lumbar;;c;;roots;1;nf;;6;42;indet;;;;;;10;;;;;;;;;;;;;;
n3852;260157;bird;ulna?;;;;;;;;;;;indet;;;;;;4;;;;;;;;;;;;;;
n5044;180113;micro;;;;;;;;;;;;EarlyRoman;;;;;;3;;;;;;;;;;;;;;
n2401;270064;bird;HU;diaf prox;;;;;;;;;;NR;;;;;;2;;;;;;;;;;;;;;
n10387;170024;oc;dn;m2 sup;l;c;;fissures, roots;2; +;;24;48;Med;;;;;;8;;;;;;;;;;;;;;
n10923;290432;bota;mp;diaf;;sto;;carnivore;2;;;;;NA1;;;;;;9;;;;;;;;;;;;;;
n285;160050;bota;ulna;diaf prox;r;c;;fissures, roots i carnivore;3;;;12;96;EarlyRoman;;;-70;-25;;;;;;;;;;;;;;;;
n3148;170024;oc;HU;ext dist;r;c;;roots;2;f;;6;120;Med;;;;;;3;;;;;;;;;;;;;;
n2348;270064;oc;TI;diaf;;c;;burnt;1;;;12;120;NR;;;;;;2;;;;;;;;;;;;;;
n8171;290109;sudo;mand;d3,d4,m1,m2;l;c;;weathering, roots;1;m2 +/-;;9;12;NR;;;;;;6;;;;;;;;;;;;;;
n10468;290122;sudo;mand;extrem distal;r+l;c;;carnivore, burnt;3;;;;;NR;;;;;;8;;;;;;;;;;;;;;
n9487;190207;oc;cox;isquion;r;c;si;roots;2;f;;12;120;EarlyRoman;;;;;;7;;;;;;;;;;;;;;
n4562;280401;sudo;skull;zigomatic;l;c;;roots;1;;;6;72;LateRoman;;;;;;4;;;;;;;;;;;;;;
n5301;280200;oc;FE;diaf;l;c;si;;;nf;;6;24;NA3;;;;;;5;;;;;;;;;;;;;;
n2136;270310;sudo;skull;max;r;;;weathering;1;;;6;15;Vand;;;;;;2;;;;;;;;;;;;;;
n11206;290223;oc;dn;molar;;c;;;0;;;;;NA3;;;;;;10;;;;;;;;;;;;;;
n10465;290122;ovar;skull;banya;;c;;carnivore, roots;2;;;;;NR;;;;;;8;;;;;;;;;;;;;;
n3391;170049;oc;P3;s;;c;;roots;1;;;9;120;Med;;;;;;3;28,8;7,6;14,8;;;;;;;;;;;
n12720;190022;other;tortuga;enforcadura;;;;;;;;;;indet;;;;;;11;;;;;;;;;;;;;;
n2354;270064;bota;P2;s;;c;;fissures;2;f;;24;120;NR;;;;;;2;40,7;31,1;30,5;24,4;27,8;29;;;;;;;;
n3691;280113;oc;dn;m1 i m2;r;c;;fissures;1; +/0;;9;18;NA3;;;;;;4;;;;;;;;;;;;;;
n12073;190030;bota;AS;;l;lat;;roots;2;;;;;EarlyRoman;;;;;;11;64,2;35,6;;;;;;;;;;;;
n13337;***2315;bota;MC;diaf prox;r;c;;fissures;3;;;;;NR;;;;;;12;;54;33,1;;;;;;;;;;;
n6895;170085;oc;TI;diaf prox;r;c;;fissures, roots;1;f ;;42;120;LateRoman;;;;;;C;;;;;;;;;;;;;;
n6967;170001;oc;FE;diaf dist;r;c;;roots;4;nf;;4;12;Med;;;;;;C;;;;;;;;;;;;;;
n6804;280524;sudo;fibula;diaf;;c;;roots;1;;;6;72;NR;;;;;;C;;;;;;;;;;;;;;
n9253;290314;bota;esc;coll + pala;l;c;;fissures, carnivore;3;;;12;120;NR;;;;;;7;;;;;;;;;;;;;;
n12052;190030;bota;P1 ant;gs;;c;;roots, fissures;2;f;;24;120;EarlyRoman;;;;;;11;59;30,5;31,8;23,7;28,7;21,8;;;;;;;;
n12204;190032;oc;skull;max: m2,m3;r;c;;roots, fissures;1;m3 +/0;;18;24;EarlyRoman;;;;;;11;;;;;;;;;;;;;;
n3388;170049;oc;esc;coll;l;c;;roots;1;nf;;3;9;Med;;;;;;3;;;;;;;;;;;;;;
n2153;270064;sudo;mand;serie: d3-m1;l;c;;carnivore;1;m1 +/-;;5;6;NR;;;;;;2;;;;;;;;;;;;;;
n2772;270100;sudo;dn;cani sup;l;c;;fissures;1;;masc;9;12;Vand;;;;;;2;;;;;;;;;;;;;;
n7310;170036;sudo;P2;s;;c;;weathering;1;f;;12;72;LateRoman;;;;;;C;;;;;;;;;;;;;;
n12136;190213;oc;MT;ext prox;;sto;;;0;;;;;indet;;;;;;11;;;;;;;;;;;;;;
n10927;290432;bota;mp;diaf;;sto;si;;;;;;;NA1;;;;;;9;;;;;;;;;;;;;;
n1606;270063;bota;CA;;r;c;;carnivore, fissures, roots;2;;;12;120;NR;;;;;;1;;47,4;42,7;;;;;;;;;;;
n3904;280408;sudo;fibula;diaf;;c;;weathering;1;;;9;72;Vand;;;;;;4;;;;;;;;;;;;;;
n6066;280468;oc;esc;pala;;sto;;weathering;1;;;2;9;NR;;;;;;A;;;;;;;;;;;;;;
n1691;170017;sudo;P3;s;;;;roots;2;;;6;18;Vand;;;;;;;;;;;;;;;;;;;;
n1589;270063;sudo;AS;;l;c;;burnt, carnivore;2;;;9;72;NR;;;;;;1;;18;18,2;;;;;;;;;;;
n7915;180129;sudo;P2;s;;c;;;0;nf;;2;4;indet;;;;;;B;;;;;;;;;;;;;;
n2504;270126;oc;vert;axis;;sto;;;0;;;12;48;NR;;;;;;2;;;;;;;;;;;;;;
n6840;280503;sudo;fibula;diaf dist;;c;;roots;1;nf;;3;6;Vand;;;;;;C;;;;;;;;;;;;;;
n4957;180092;bota;TI;epif prox;l;c;;roots;1;nf;;4;12;EarlyRoman;;;;;;3;;;;;;;;;;;;;;
n5500;280205;oc;AS;;r;c;;roots;1;;;9;120;NA3;;;;;;5;32,5;18,1;21,2;;;;;;;;;;;
n8079;290107;sudo;skull;max i zigomatic;l;c;;weathering;1;;;6;9;NR;;;;;;6;;;;;;;;;;;;;;
n4266;280414;sudo;dn;inc sup;;sto;si;;0;;;12;72;Vand;;;;;;4;;;;;;;;;;;;;;
n11688;***1018;oc;RA;diaf dist;r;c;;roots;2;nf;;4;42;Vand;;;;;;10;;;;;;;;;;;;;;
n13320;***2314;oc;P2;s;;c;;;0;f;;;;NR;;;;;;12;;;;;;;;;;;;;;
n11848;190016;rattus;connexio de diversos elements NRI=3;;;;;;;;;;;indet;;;;;;10;;;;;;;;;;;;;;
n841;160028;oc;dn;m1 sup;l;c;;roots;2;F;;36;48;Vand;;;;;;;;;;;;;;;;;;;;
n9137;290424;sudo;mand;m1-m3;l;c;si;fisssures, weathering;4;m3 +/0;;21;24;NA2;;;;;;7;;;;;;;;;;;;;;
n2013;270305;sudo;esc;coll;r;c;si;roots;1;;;1;3;Vand;;;;;;2;;;;;;;;;;;;;;
n5447;280222;oc;RA;diaf;;c;;fissures, carnivore;3;;;9;120;NA3;;;;;;5;;;;;;;;;;;;;;
